"","mtabName","0","2","4","6","8","10","12","14","16","18","20","22","24","26","28","30","32","34","36","38","40","42","44","46"
"15","cytidine pos",1.75221785888345,4.39204505026593,3.58212579510266,5.66340998290563,8.04335451071659,5.00865898830711,2.70745825817996,2.27821413094978,1.29494183407941,2.68894203166733,1.01088879826604,1.28558246993631,3.0706121505398,6.6389083261771,6.64344334485933,4.29821692063822,7.57254145040725,5.60781472853053,1.92824201210127,1.81705081857847,2.53247736297171,1.63537750405752,1.13718456570239,2.22063468915815
"16","cytosine",0,0,0,0,0,0,0,0,0.151956567535779,0.24456922548803,0,0,0,0.367837596311869,0,0.336457971274012,0.428706869415661,0.55148640023293,0,0.339105816644239,0.224047610013357,0.289210614521353,0.211292091983915,0.142939400349188
"17","desthiobiotin",0.0817523968901833,0,0.084724623760928,0.167343630214174,0.233865490529524,0,0,0,0,0,0,0,0.171151149719566,0.236847863016115,0.163838742531733,0.1654029593032,0.240672841101123,0.251030041712048,0.0459894796505189,0,0,0,0,0.079824036116905
"18","glutamic acid neg",7545.29817180324,12775.7972022156,13643.5384837333,23359.0386358076,31533.6655632276,15082.0522704657,13631.0897222633,14714.3845452488,20550.6089759259,43102.4597908433,19847.1301188589,21080.2311919684,29466.0816594989,53791.7563561112,32606.925907643,26601.4328855688,42366.7222239593,42807.6231448003,14864.2312768906,23292.3355178233,25241.4629207583,25602.6731796422,20229.2493174409,20172.6224940078
"19","glutamine",9.85413682510387,0,0,14.1185904992921,16.5004457887376,21.4620385073178,5.0712557264985,19.7967824869008,12.5386951035305,24.2800763103063,6.52805551174834,21.8501271343598,8.77833688349582,6.6303907363463,2.5033367338689,1.45304590933755,5.55205450178639,10.9423444311431,4.59724492553651,4.00511633080423,3.88572399956204,2.82748764645381,7.36092874894666,11.2614978232836
"20","glutathione oxidized",45.337070446439,37.6184422427263,75.5404470779953,90.2290148037418,192.714184718664,94.0413001736351,73.2590177196979,76.0173324058503,60.4365736630609,126.571072567581,47.8208835644968,53.2958466068131,89.1141841695796,197.408979658946,157.852298234782,107.965500526849,195.634179470646,367.893363622103,90.4473184661878,126.898881034386,124.873857388993,104.085062134214,46.2813912219994,78.3176641166417
"21","glutathione pos",0,17.3622641170764,0,24.3127084038301,23.2873270147048,28.9088197181452,39.0227414997992,0,3.1567156564028,8.83627614471621,6.25237506692343,0,13.4351738463719,15.2780879121885,14.2857453013406,20.0856828456538,22.4902636612046,84.074093293595,34.6945541686544,32.5615675277104,37.1265291895206,28.8037732933641,38.486576673606,41.3460302362911
"22","guanine",1.34707928984445,0,0,1.82666616744339,1.18605597742997,1.19625481145186,0,0,0,2.21944822467452,0.884985827419643,1.1684344404519,0.854512399626152,1.65345133497937,0.779808521629228,0,2.10692688517239,1.07092807636229,1.21008585357291,0,1.42801103869538,0.876762762638803,0,1.06870267356371
"23","guanosine pos",0.0701330368931313,0.0801207354736185,0.106656833977128,0.103042188268172,0.140216221670483,0.105323313011056,0.0883128693894112,0.0959276875287714,0.0841431117233168,0.112319605840718,0.0850616354228767,0.144934907908844,0.0816627351103701,0.10564989796788,0.106924235658671,0.139253770289257,0.18639933510889,0.176712956707978,0.066358529588371,0.0864830259599416,0.0897951265291659,0.0963726785633403,0.12894984540566,0.111598387780162
"24","hexose-6-phosphate",0,0,0.242110567219249,0.390000137301856,0.73433692313784,0,0.741865078274044,0,0,0.282582136311956,0.166302145854669,0.30732685815896,0.107112505046621,0.458424208283424,0.294662632260127,0.200548678282911,0.90331211180827,0.494831733458734,0.0712956330613226,0.234401488329109,0.217946915435088,0.124134830658856,0.256811481821153,0.121842821878208
"25","inosine 5-monophosphate pos",4.79979643207778,5.0326526296146,6.77564324643101,8.31720056184909,6.40573208078434,4.71761692588521,0,0,0,9.19601720679523,2.94800076648392,9.33587569680447,8.53468651529994,20.7481915942247,11.0036343096373,5.61677399575684,16.626570332456,7.32467441423772,2.7367541264807,4.05363232065151,6.42552774468422,4.9559619923358,4.11490134793944,8.60032767020445
"26","isoleucine",4.90669455572291,5.458915543016,4.85941741266444,8.42658563678223,7.68147375719607,5.40470801308626,4.19386168421188,3.21542661437721,2.94760275325344,5.30005092283672,2.85393135419298,4.39697824077019,5.13738367877351,8.03519037535057,5.30773212199313,5.67241434203837,8.37925574024527,6.78476868841851,2.36706197905887,3.01520412211969,3.88027091978893,2.95269709573384,2.56383884073166,4.41422061678444
"27","kynurenine",0,0,0,0,0.126118740196876,0,0,0,0.0683713955125276,0.131020314754535,0,0.0799274880053538,0,0.0860386480982965,0,0.0724133105571403,0.0933529830499716,0.121170923916531,0.0412793828162904,0.0389022395843799,0.0543955195714352,0.0598133928830065,0,0
"28","leucine",3.435476201423,4.03120331097552,4.73357277436539,5.64424238875445,6.7344370519938,5.66689984101281,4.67295910227672,4.21917727032281,4.5406410412051,7.19227525414473,5.13603956498243,4.88266613321226,2.62471776457379,6.97716043530018,4.32067377059013,4.34344733474686,5.79865533663235,6.50543751347513,2.65767112222768,3.58643325820889,4.3890956345918,4.22003124415816,4.59300306385894,4.04827632152973
"29","lumichrome",1.26493992279333,1.73957655588328,1.76972646830849,1.92496218108409,2.54094124766799,2.1452464813514,1.42040612434693,1.64727236809667,1.34624565653011,2.27496183514754,1.2505928133785,1.41907458720048,1.19840507758881,1.46297765504537,1.16116662020059,1.29921241904798,1.46140744609494,1.67113679801649,0.688851726698025,0.9050395440356,0.733475110220013,0.841143259639049,0.658368416037649,0.627174729850457
"30","methionine",0,0,0,1.49553103927592,1.27545557042014,0,0,0,0,0,0,0,2.02660265527954,3.27241570033758,1.78471088695584,2.48229016658255,2.18013398698351,1.55988251923207,0.546700825078322,1.02241094238301,0.79394802350822,0.384895045065874,0,0.565946066969198
"31","n-acetylglucosamine204",0.40384293356855,0.793366297505261,0.619317639554709,1.24164909796524,0.980340145616039,0.471295187543538,0.405831726470148,0.293627675460342,0.234643656733028,0.393100931089875,0,0.207526516315814,0.444697885824051,0.992649087564237,0.70008754061828,0.667332188899102,0.763729157677902,0.534159588310605,0.165513475820736,0.187809196361527,0.183866910836273,0.130455928076379,0.0941763980002442,0.0989876982833925
"32","n-acetylglutamic acid",70.0222410254954,91.1820502528874,87.4190013085986,145.711924038319,182.542511017772,188.80859088572,123.452684217552,140.04634064524,124.401342184804,236.565278176493,97.8116269682296,105.217954225229,165.335653168021,185.385221835693,135.313521302339,113.263788943148,191.220051024526,274.952849946535,83.1002736804812,127.769599251754,111.915582861643,134.207307609976,142.590950026015,172.326517313049
"33","nicotinamide",4.7485069918224,0,0,3.28828944055644,0,0,0,1.38326581658442,1.90217715035612,2.7316613538528,2.11612422657686,4.33894845959862,0,0,0.882365517406148,1.72636406544925,2.6479752919372,3.23700623316439,1.4532537260817,1.48316242408135,1.87091995832867,1.55918375313543,1.63908047494946,2.36828464627192
"34","pantothenic acid neg",0,0,0,0.12497950845195,0.15928732737172,0.090372702755615,0.0867351241057286,0.121210625125288,0.120548247465565,0.258750636624073,0.0855061304569707,0.110608742111536,0.104507956011952,0.188273367215556,0.144090889752307,0.128066027277215,0.18823703836095,0.181077992949019,0.0680373862064255,0.103495616089243,0.121905747034359,0.113432598189499,0.053516511580664,0.0703401572208552
"35","phenylalanine",4.66805468796757,3.78421409616807,5.08986938201019,7.1670964834311,8.8502697561841,6.04839177885201,5.59957311137292,4.97995573181664,4.33817763086261,6.61580461981915,3.8842984271632,3.07765267708536,3.12736370796403,4.33466955664322,3.78915731962556,6.51593681402713,7.39079970232457,7.14347489894931,3.25860343512991,4.16857402761711,4.57933920998326,3.85998573119847,3.7195141247269,2.45823802133706
"36","proline",18.8429165056591,34.8620473715061,27.5967716439791,37.1662398498845,43.2172587786977,27.5416731075599,29.3790547921145,25.6957408492211,32.0443271755336,45.1983024022645,27.7406139177312,32.8919851939059,38.4107874317699,59.1512629256205,34.2777542498125,35.5504653319048,40.5247686839727,40.8974335092728,15.1992668828267,23.9285216131991,21.9630605689842,22.7093403496705,24.067531318782,24.5263432708051
"37","s-(5'-adenosyl)-L-homocysteine pos",0.338574682765821,0.750402200633255,0.728147698547726,0.659317722361376,0.780137499267539,0.689373880520884,0.553680354029913,0.484378903540589,0.548938072976563,0.669335069851455,0.474259737291462,0.483619960799325,0.668098178878836,1.00551888393991,0.885568143194519,0.804554389403559,0.858629857569245,1.15647612638799,0.330009200163309,0.512904939828817,0.433568717352191,0.403490083538217,0.360783744462871,0.499673901816498
"38","s-adenosyl-l-methionine",8.01359347677654,7.9475344318768,11.2060322503736,13.1617376137587,12.9858930605149,11.2950145381268,6.22273294808556,7.20984413613651,5.71447924135726,14.261853635184,5.07104562482652,11.0164703340104,11.5033498706485,9.37710947890613,12.3706804646572,10.0069199351788,9.05919407782816,14.4279795658849,5.81341756898533,6.60285082678311,6.22463760644388,5.9207636268527,7.89634341899856,18.1847482896205
"39","spermidine",0,0,0,0,13.9338640494021,0,0,0,0,38.9012212377152,0,0,14.4495147361882,15.1295777109869,22.13536918311,7.08993372746234,19.360254400361,62.9665430987839,16.3599644621935,22.2087013964102,21.2879702642258,22.7382364767314,25.8590702973453,47.5608754576302
"40","succinic acid",9.73860812323061,4.05758192002939,6.12518456337262,15.3448330231467,9.33595924824549,6.35821064843606,0,3.98774418018215,6.61279863316897,11.0700987491867,0,6.54108151468946,4.93995171312095,18.4491917615723,6.03165928138833,4.29235804955852,16.006630627969,3.24727137412882,0.922390954928976,2.50711673414335,2.51994430343903,1.21645076630606,2.11562734148835,0
"41","sucrose387 neg",0,0,1089.91111948403,2974.11979800218,4635.4210835586,4553.63651153191,4815.9637411298,4355.72605968932,3940.45575254713,5963.03156726384,2245.57429790147,263.074955673194,0,695.207581497002,1679.38403206713,3035.54098944738,5236.84207061071,7379.26520318818,2873.60436219433,4239.69928368627,3859.51983807317,3038.17091411004,1622.35573126144,282.437549947217
"42","tetrahydrobiopterin240",0,0,21.8408201948428,18.0523480767277,0,0,0,0,5.5105799145508,0,11.7593795136197,0,3.08696303542933,5.41320796671198,3.65076702545984,0,3.47208769257435,5.86387377199174,6.33873685371145,5.69543625858896,6.34721141592516,2.3235030163435,1.98248795562557,2.07147065104975
"43","threonine (isom. homoserine)",0,0,0,118.83249880105,0,0,0,0,0,98.2616969552195,0,65.9858504568873,113.746707003627,510.717304391949,165.382598044517,115.801869478288,404.32827371792,190.944750374269,0,50.5268617437617,82.6959407026974,33.7955388782778,0,53.8774694884668
"44","thymidine",1.71085153025772,0.923126536042662,1.14416823588095,1.1215325402674,2.36433400763087,3.17183855678941,3.45558777060767,3.18512092244066,2.28180614441779,2.55564377887907,1.45162934354547,0.93357938622202,0.982155477017858,0.70814239015353,0.904512251203938,1.26521856325143,1.67804825632505,3.93830699195742,1.8329528143077,2.2766034001667,2.19247606571662,1.53285294281343,1.76023405961154,1.32863259827893
"45","tryptophan",1.21180205250082,1.54308864010119,1.82946325868694,1.92843492171515,2.39173720428076,1.75346257691871,1.54549021344254,1.31540881791826,1.12423237696237,1.46260161166261,0.819170222297032,0.865859451617305,0.763090342483007,1.55849937449604,1.33298720840065,1.87047226735925,1.63673063026723,1.8834521573032,0.974989247564947,1.1674829078789,1.02140140271538,0.931785344180259,0.615170922643466,0.729407174379889
"46","tyrosine",5.01182394322785,4.36516830750699,5.89113142124286,13.8176061704568,12.6338417153472,9.23645450637308,6.364380631826,5.2913968242859,4.97787264974994,9.78132214783406,4.87639977082122,6.09557759693878,6.06660530641437,9.22083614140245,7.7760025945866,9.01631717059393,13.1281972308965,12.9496616552197,4.15596813256663,5.09448806236926,6.22510126886396,5.36153848126896,4.31709576132992,5.18516337508412
"47","uridine 5-monophosphate pos",3.00733910520375,5.96224900984425,4.49633190630763,3.2267445733403,1.94499824806835,2.13132839496978,1.76137008192564,1.81406388379523,1.39860557947054,1.82632734697378,1.37231863894911,3.38373831018669,5.02652581884288,8.20266082919315,6.07911339534468,3.72843594197812,3.38176803217793,2.39890114295473,0.68989587700081,1.09371350685758,0.997474351083739,0.879437022274562,1.321630181616,3.35215648218118
"48","xanthosine neg",0.0791570664885209,0.0815440539209749,0,0.109026611272117,0.0644888030475606,0,0,0,0,0,0,0.109044895302363,0.123107857012373,0.177868023965771,0.0759000834005051,0.081400768853696,0.13536517519398,0.0868948713052518,0,0,0,0,0.0274541446874848,0.0867865945009165
