"mtabName","T0_mean","T0_sd","T2_mean","T2_sd","T4_mean","T4_sd","T6_mean","T6_sd","T8_mean","T8_sd","T10_mean","T10_sd","T12_mean","T12_sd","T14_mean","T14_sd","T16_mean","T16_sd","T18_mean","T18_sd","T20_mean","T20_sd","T22_mean","T22_sd","T24_mean","T24_sd","T26_mean","T26_sd","T28_mean","T28_sd","T30_mean","T30_sd","T32_mean","T32_sd","T34_mean","T34_sd","T36_mean","T36_sd","T38_mean","T38_sd","T40_mean","T40_sd","T42_mean","T42_sd","T44_mean","T44_sd","T46_mean","T46_sd"
"s-adenosyl-l-methionine",8.01359347677654,8.25236312737794,7.9475344318768,0.541353094954789,11.2060322503736,3.48935047456359,13.1617376137587,3.68332450195998,12.9858930605149,8.58068231549132,11.2950145381268,2.06764700338977,6.22273294808556,5.39674332420957,7.20984413613651,0.768839019655525,5.71447924135726,3.72096833308414,14.261853635184,10.3655123636661,5.07104562482652,3.75540428346859,11.0164703340104,9.34061433860719,11.5033498706485,2.36877391935224,9.37710947890613,0.726771046285223,12.3706804646572,5.05502596512092,10.0069199351788,0.838770495264365,9.05919407782816,1.64210335029862,14.4279795658849,9.20681561787007,5.81341756898533,3.19116545083343,6.60285082678311,2.04963148192432,6.22463760644388,1.67040315076784,5.9207636268527,2.42435484535502,7.89634341899856,5.602209130823,18.1847482896205,6.54523871887597
"spermidine",0,0,0,0,0,0,0,0,13.9338640494021,13.0141759785962,0,0,0,0,0,0,0,0,38.9012212377152,12.5838395268682,0,0,0,0,14.4495147361882,13.9221819847881,15.1295777109869,7.62080548612623,22.13536918311,13.539431137417,7.08993372746234,6.53551687124353,19.360254400361,10.7649108033687,62.9665430987839,54.2745323153069,16.3599644621935,19.4773746027957,22.2087013964102,17.8390713691629,21.2879702642258,16.3446509347764,22.7382364767314,10.2285327823949,25.8590702973453,23.0457814148639,47.5608754576302,27.2898701117283
"succinic acid",9.73860812323061,4.5283393964245,4.05758192002939,0.888642169858691,6.12518456337262,5.52087540855821,15.3448330231467,10.8045664894684,9.33595924824549,3.16986935607947,6.35821064843606,6.29881958439648,0,0,3.98774418018215,3.54078738892,6.61279863316897,2.98742806477954,11.0700987491867,3.80319853370195,0,0,6.54108151468946,2.20996467855578,4.93995171312095,6.24238083467184,18.4491917615723,9.0694767398512,6.03165928138833,3.2299623775393,4.29235804955852,4.82039601888772,16.006630627969,11.1030238924202,3.24727137412882,1.50913339929963,0.922390954928976,0.814487671965163,2.50711673414335,1.64353953849314,2.51994430343903,1.41011522920352,1.21645076630606,1.13604708230589,2.11562734148835,2.37113781162072,0,0
"sucrose387 neg",0,0,0,0,1089.91111948403,72.4761429704827,2974.11979800218,690.177890617369,4635.4210835586,878.732279644503,4553.63651153191,376.407828194985,4815.9637411298,356.669732685376,4355.72605968932,1091.49974871457,3940.45575254713,134.96082576169,5963.03156726384,634.579124551614,2245.57429790147,572.742377473132,263.074955673194,29.3587615368906,0,0,695.207581497002,186.455520921881,1679.38403206713,266.498980463602,3035.54098944738,637.556065575901,5236.84207061071,860.377042337045,7379.26520318818,1392.86943124242,2873.60436219433,1057.7760778011,4239.69928368627,550.783435529842,3859.51983807317,514.683280261404,3038.17091411004,49.1595143990808,1622.35573126144,472.543141194349,282.437549947217,101.905574189219
"tetrahydrobiopterin240",0,0,0,0,21.8408201948428,30.5626443969429,18.0523480767277,25.1153100908882,0,0,0,0,0,0,0,0,5.5105799145508,5.39386244084353,0,0,11.7593795136197,14.8872792622516,0,0,3.08696303542933,2.6954170215385,5.41320796671198,5.01765411434346,3.65076702545984,3.176538988468,0,0,3.47208769257435,3.47267266280752,5.86387377199174,5.47617049205465,6.33873685371145,4.09307750449399,5.69543625858896,3.91824008554136,6.34721141592516,2.63651370503705,2.3235030163435,2.14698474307616,1.98248795562557,1.84227947597279,2.07147065104975,1.79809931407555
"threonine (isom. homoserine)",0,0,0,0,0,0,118.83249880105,130.452881074851,0,0,0,0,0,0,0,0,0,0,98.2616969552195,35.9922346091538,0,0,65.9858504568873,60.2251437871995,113.746707003627,87.3713242131853,510.717304391949,101.509839486688,165.382598044517,166.634829911287,115.801869478288,123.016530483577,404.32827371792,90.1776376332178,190.944750374269,191.903923573983,0,0,50.5268617437617,43.8883709663193,82.6959407026974,106.047169571676,33.7955388782778,44.32302999382,0,0,53.8774694884668,70.016855767856
"thymidine",1.71085153025772,1.03007379420774,0.923126536042662,0.325158486933506,1.14416823588095,0.159567955025276,1.1215325402674,0.114901233324801,2.36433400763087,0.139109605128745,3.17183855678941,0.314289989254253,3.45558777060767,0.779298105491048,3.18512092244066,0.291211881748575,2.28180614441779,0.414869220782074,2.55564377887907,0.570116925210091,1.45162934354547,0.302020420779505,0.93357938622202,0.238200494182395,0.982155477017858,0.292864139509315,0.70814239015353,0.157174039339019,0.904512251203938,0.248490050007272,1.26521856325143,0.313097603617293,1.67804825632505,0.323413944033684,3.93830699195742,1.04962854460222,1.8329528143077,0.26360148224672,2.2766034001667,0.102185886446947,2.19247606571662,0.256227701220915,1.53285294281343,0.446764872457948,1.76023405961154,0.700397544277959,1.32863259827893,0.225023634314675
"tryptophan",1.21180205250082,0.36183815181371,1.54308864010119,0.450609571116355,1.82946325868694,0.378983054055268,1.92843492171515,0.0560785976375355,2.39173720428076,0.667940581354753,1.75346257691871,0.0507594158088145,1.54549021344254,0.17291963847543,1.31540881791826,0.412764206717513,1.12423237696237,0.592283526367761,1.46260161166261,0.199912951255606,0.819170222297032,0.245425902630872,0.865859451617305,0.13593311834026,0.763090342483007,0.185700955890677,1.55849937449604,0.137278615358897,1.33298720840065,0.186344047702352,1.87047226735925,0.242417103636983,1.63673063026723,0.647674614664387,1.8834521573032,0.631249540896859,0.974989247564947,0.309970580792948,1.1674829078789,0.0959842290923376,1.02140140271538,0.199718129711233,0.931785344180259,0.0713419855978149,0.615170922643466,0.240751563241454,0.729407174379889,0.219806993674338
"tyrosine",5.01182394322785,1.57260308075579,4.36516830750699,0.65332960618447,5.89113142124286,0.562430728955075,13.8176061704568,1.59749168678472,12.6338417153472,3.78555492497076,9.23645450637308,1.65518585341657,6.364380631826,1.08334114687834,5.2913968242859,2.57181984594306,4.97787264974994,1.54804414230374,9.78132214783406,0.623328032174426,4.87639977082122,1.72002070398381,6.09557759693878,2.03090686501287,6.06660530641437,1.72461814553448,9.22083614140245,2.23487805686004,7.7760025945866,2.17425413675451,9.01631717059393,1.07795628091376,13.1281972308965,2.7909463187164,12.9496616552197,4.14003569117215,4.15596813256663,1.6523351413688,5.09448806236926,1.1801656098751,6.22510126886396,1.51908101640394,5.36153848126896,0.890654913674878,4.31709576132992,1.8160128357745,5.18516337508412,1.66800254500129
"uridine 5-monophosphate pos",3.00733910520375,0.908606640265871,5.96224900984425,2.74102166066854,4.49633190630763,1.1788061181117,3.2267445733403,0.755078724327441,1.94499824806835,0.226946642516414,2.13132839496978,0.284180774754773,1.76137008192564,0.300724240838502,1.81406388379523,0.530253863897384,1.39860557947054,0.422647198745845,1.82632734697378,0.141001699113346,1.37231863894911,0.656311287827733,3.38373831018669,1.29527562747901,5.02652581884288,1.92806368796267,8.20266082919315,1.21273552768022,6.07911339534468,0.744556674680931,3.72843594197812,1.19774195895368,3.38176803217793,1.98075951255812,2.39890114295473,0.374023517539995,0.68989587700081,0.275905908276861,1.09371350685758,0.314667747881198,0.997474351083739,0.210438446622269,0.879437022274562,0.173640331030669,1.321630181616,0.743458698735722,3.35215648218118,0.47160929194494
"xanthosine neg",0.0791570664885209,0.0688035103553922,0.0815440539209749,0.00450373594399807,0,0,0.109026611272117,0.017784521697867,0.0644888030475606,0.0622717125889795,0,0,0,0,0,0,0,0,0,0,0,0,0.109044895302363,0.00738275736953662,0.123107857012373,0.012658121648537,0.177868023965771,0.0200950408437184,0.0759000834005051,0.0122872452481344,0.081400768853696,0.017280530097414,0.13536517519398,0.0268113937831516,0.0868948713052518,0.0212860748599603,0,0,0,0,0,0,0,0,0.0274541446874848,0.0239935198050254,0.0867865945009165,0.0199637432384594
